CM-GIT-HOOKS-SOURCE-DIR	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-GITIGNORE-PRECOMMIT-AUDIT	UNIMPLEMENTED	-
CM-GITIGNORE-REGEN-MECHANISM	UNIMPLEMENTED	-
CM-GIT-STREAMS-OWN-COMMON-DIR	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-GUARD-ASSERTS-REAL-CONDITION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-GUARD-VERDICT-MACHINE-WRITTEN	UNIMPLEMENTED	-
CM-HANDOFF-RESUMPTION-PROMPT-PRESENT	UNIMPLEMENTED	-
CM-HOST-RENDERED-UI-VISUAL-PROOF	UNIMPLEMENTED	-
CM-HUGE-BLOCKER-FULL-RESTART	UNIMPLEMENTED	-
CM-HUMAN-READABLE-DESCRIPTION	UNIMPLEMENTED	-
CM-IDLE-TIME-AUDIT	UNIMPLEMENTED	-
CM-IMPACT-RESEARCH-PER-CHANGE	UNIMPLEMENTED	-
CM-INDEPENDENT-VERIFICATION-AGENT	UNIMPLEMENTED	-
CM-INSTALL-UPSTREAMS-ON-CLONE	UNIMPLEMENTED	-
CM-INTENSIVE-RECORDING-COVERAGE	UNIMPLEMENTED	-
CM-ISSUES-SUMMARY-SYNC	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-ITEM-COMPREHENSIVE-DESCRIPTION	UNIMPLEMENTED	-
CM-ITEM-INTEGRITY-STATUS-TYPE-ID	UNIMPLEMENTED	-
CM-ITEM-OBSOLETE-DETAILS	UNIMPLEMENTED	-
CM-ITEM-OPERATOR-BLOCKED-DETAILS	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-ITEM-REOPENED-DETAILS	UNIMPLEMENTED	-
CM-ITEM-TYPE-TRACKING	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-ITERATION-SPEEDUP-DISCIPLINE	UNIMPLEMENTED	-
CM-LOGICAL-GROUP-COHESION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/cm_covenant_114_176_propagation.sh
CM-MANDATORY-HELIXTRANSLATE-PIPELINE	UNIMPLEMENTED	-
CM-MANDATORY-TEST-TYPES-COVERED	UNIMPLEMENTED	-
CM-MANDATORY-TRANSLATION-REVIEW	UNIMPLEMENTED	-
CM-MANUAL-QA-FINAL-CONFIRMATION	UNIMPLEMENTED	-
CM-MAX-AGENTS-PER-TRACK	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-MAXRES-DYNAMIC-BUILD	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-MD-METADATA-PRESENT	UNIMPLEMENTED	-
CM-MD-TOC-PARITY	UNIMPLEMENTED	-
CM-MEDIA-VALIDATION-PIPELINE	UNIMPLEMENTED	-
CM-MERGE-CONFLICT-FABLE-XHIGH	UNIMPLEMENTED	-
CM-METRIC-VALIDATED-AGAINST-DONE	UNIMPLEMENTED	-
CM-MOST-REOPENED-EXTRA-DEPTH-LIVE-TEST	UNIMPLEMENTED	-
CM-MOTION-TOKEN-BOUND-REDUCED-FALLBACK	UNIMPLEMENTED	-
CM-MULTI-PASS-EVALUATION-EVIDENCE	UNIMPLEMENTED	-
CM-MULTITRACK-AUTOINSTALL-WIRED	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-MULTITRACK-BIND-ON-START	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-MULTITRACK-BOOTSTRAP-IDEMPOTENT	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-MULTITRACK-ENGINE-IN-CONSTITUTION	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/cm_multitrack_engine_in_constitution.sh
CM-MULTITRACK-FALLBACK-MONITOR	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-MULTITRACK-HEADLESS-SPAWN	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-MULTITRACK-RULER-SUPERVISOR	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-NO-ACTIVE-CI	UNIMPLEMENTED	-
CM-NO-BLIND-TYPING	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-NO-COMMIT-DURING-ARTIFACT-WRITE	UNIMPLEMENTED	-
CM-NO-CROSS-TRACK-SCOPE-OVERLAP	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/cm_covenant_114_176_propagation.sh
CM-NO-FAIL-OPEN-SKIP	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-NO-FAKES-BEYOND-UNIT-TESTS	UNIMPLEMENTED	-
CM-NO-FORCE-PUSH-ABSOLUTE	UNIMPLEMENTED	-
CM-NO-GUESSING-MANDATE	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-NO-SILENT-COMPONENT-REMOVAL	UNIMPLEMENTED	-
CM-NPROC-HEADROOM-CHECK	UNIMPLEMENTED	-
CM-OBSOLETE-COLORIZER-WIRED	UNIMPLEMENTED	-
CM-OPENDESIGN-BRAND-CONTRACT	UNIMPLEMENTED	-
CM-OPEN-DESIGN-TOOLING-PRIMARY	UNIMPLEMENTED	-
CM-OPENDESIGN-UI-SYSTEM	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/cm_opendesign_ui_system.sh
CM-OPERATOR-BLOCKED-SELF-RESOLUTION-AUDIT	UNIMPLEMENTED	-
CM-OPERATOR-ESCAPE-BLUFF-AUDIT	UNIMPLEMENTED	-
CM-OWNED-SUBMODULE-DECOUPLING	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-OWNED-SUBMODULE-EQUAL-ENGINEERING	UNIMPLEMENTED	-
CM-OWNED-SUBMODULE-LAYOUT	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-PARALLEL-WORK-AUDIT	UNIMPLEMENTED	-
CM-PARALLEL-WORK-DURING-BUILD-AUDIT	UNIMPLEMENTED	-
CM-POSITIVE-SINK-EVIDENCE-PER-AUDIO-TEST	UNIMPLEMENTED	-
CM-PRE-STORE-CREDENTIAL-AUDIT	UNIMPLEMENTED	-
CM-PROCEDURES-DOCS-PRESENT	UNIMPLEMENTED	-
CM-PROCESS-OWNERSHIP-VERIFIED	UNIMPLEMENTED	-
CM-PWU-ANTI-BLUFF-COVERAGE	UNIMPLEMENTED	-
CM-PWU-LOCK-HIERARCHY	UNIMPLEMENTED	-
CM-PWU-MERGE-QUEUE-DISCIPLINE	UNIMPLEMENTED	-
CM-PWU-PARALLEL-AGENT-LIMIT	UNIMPLEMENTED	-
CM-README-DOC-ENTRYPOINT-COMPLETE	UNIMPLEMENTED	-
CM-README-DOC-LINK-FRESHNESS	UNIMPLEMENTED	-
CM-README-DOC-LINK-ROWS-COMPLETE	UNIMPLEMENTED	-
CM-README-DOC-LINK-SECTION-PRESENT	UNIMPLEMENTED	-
CM-README-EXPORT-SYNC	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-READY-FOR-BUILD-VERDICT	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-REAL-CONTENT-PLAYBACK-TEST	UNIMPLEMENTED	-
CM-RECORDING-CONTENT-READ-VERIFIED	UNIMPLEMENTED	-
CM-RECORDING-PROJECT-NAME-PREFIX	UNIMPLEMENTED	-
CM-RECURRENCE-LINKS-NOT-MINTS	UNIMPLEMENTED	-
CM-RED-POLARITY-SWITCH-PRESENT	UNIMPLEMENTED	-
CM-REGRESSION-GUARD-REGISTERED	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-REGRESSION-GUARD-SUITE-WIRED	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-REGRESSION-ISOLATED-AGAINST-KNOWN-GOOD	UNIMPLEMENTED	-
CM-REGULAR-MAIN-MERGE-INTO-FEATURE	UNIMPLEMENTED	-
CM-RELEASE-PREFIX-NAMING	UNIMPLEMENTED	-
CM-RELEASE-VERDICT-COVERAGE	UNIMPLEMENTED	-
CM-REOPENS-COL-IN-SUMMARIES	UNIMPLEMENTED	-
CM-REOPENS-DOC-EXISTS-WHEN-COUNT-GT-ZERO	UNIMPLEMENTED	-
CM-REOPENS-DOC-REVISION-HEADER	UNIMPLEMENTED	-
CM-REPORTING-DIRECTIVES	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/cm_reporting_directives.sh
CM-REPRODUCE-FIRST-THEN-EXTEND	UNIMPLEMENTED	-
CM-REQUEST-CAPTURE-HOOK-WIRED	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-REQUEST-HISTORY-DOC-PRESENT	UNIMPLEMENTED	-
CM-RESEARCH-COMPLETION-TRACKED	UNIMPLEMENTED	-
CM-RESOLVE-BY-NAME-NOT-INDEX	UNIMPLEMENTED	-
CM-RISK-ORDERED-VALIDATION-PRIORITY	UNIMPLEMENTED	-
CM-ROCK-SOLID-PROOF-OR-RESEARCH	UNIMPLEMENTED	-
CM-ROOTLESS-CONTAINER-RUNTIME	UNIMPLEMENTED	-
CM-RUNTIME-SIGNATURE-REGISTRY	UNIMPLEMENTED	-
CM-SCREEN-CATALOGUE-FULL-IA	UNIMPLEMENTED	-
CM-SCRIPT-DOCS-SYNC	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-SCRIPT-TARGET-SHELL-PARSEABLE	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-SEMGREP-WIRED	UNIMPLEMENTED	-
CM-SEPOLICY-NEVERALLOW-WIRED	UNIMPLEMENTED	-
CM-SESSION-RESUMPTION-FILE-PRESENT	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-SINGLE-RESOURCE-OWNER-PARTITION	UNIMPLEMENTED	-
CM-SINK-EVIDENCE-PER-FEATURE	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-SONARQUBE-CLI-INSTALLED	UNIMPLEMENTED	-
CM-SPEC-VERSION-DISCIPLINE	UNIMPLEMENTED	-
CM-STATUS-CUSTODY	UNIMPLEMENTED	-
CM-STATUS-SUMMARY-EXISTS-FOR-EVERY-STATUS	UNIMPLEMENTED	-
CM-STATUS-SUMMARY-REVISION-HEADER	UNIMPLEMENTED	-
CM-STATUS-SUMMARY-TWO-AUDIENCE	UNIMPLEMENTED	-
CM-SUBAGENT-DELEGATION-AUDIT	UNIMPLEMENTED	-
CM-SUBMODULE-CATALOGUE-CHECK	UNIMPLEMENTED	-
CM-SUBSYSTEM-SHORTCUTS	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/cm_subsystem_shortcuts.sh
CM-SUBTITLE-CONTENT-CORRECTNESS-ORACLE	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-SUMMARY-CLARITY-DESCRIPTIONS	UNIMPLEMENTED	-
CM-TARGET-HARDWARE-SAFETY	UNIMPLEMENTED	-
CM-TEST-DIARY-SYNC	UNIMPLEMENTED	-
CM-TEST-FIRST-ALL-WORK	UNIMPLEMENTED	-
CM-TOKEN-EFFICIENCY	UNIMPLEMENTED	-
CM-TOOLING-PROJECT-DECOUPLED	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-TRACK-BRANCH-LABEL	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/cm_track_branch_label.sh
CM-TRACKER-SYNC-IDEMPOTENT	UNIMPLEMENTED	-
CM-TRACK-QUALIFIED-IDENTITY	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-UNIVERSAL-MARKDOWN	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-UNIVERSAL-MARKDOWN-EXPORT	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-UNIVERSAL-MARKDOWN-EXPORT-SYNC	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-UNIVERSAL-VS-PROJECT-CLASSIFICATION	UNIMPLEMENTED	-
CM-VIDEO-REAL-JOURNEY-TEST	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-VISION-VERIFIED-RECORDING-BRIDGE	UNIMPLEMENTED	-
CM-WEBSITE-OPENDESIGN-UNIQUE	UNIMPLEMENTED	-
CM-WEBSITE-RESPONSIVE-PROVEN	UNIMPLEMENTED	-
CM-WEBSITE-SEO-OPTIMIZED	UNIMPLEMENTED	-
CM-WINDOW-SCOPED-FRESH-CORPUS-RECORDING	UNIMPLEMENTED	-
CM-WINDOW-VIDEO-VALIDATED	UNIMPLEMENTED	-
CM-WONT-FIX-STRUCTURAL-IMPOSSIBILITY	UNIMPLEMENTED	-
CM-WORKABLE-ITEMS-DB-PRESENT	UNIMPLEMENTED	-
CM-WORKABLE-ITEMS-DB-TRACKED	UNIMPLEMENTED	-
CM-WORKABLE-ITEMS-MD-DB-IN-SYNC	UNIMPLEMENTED	-
CM-WORK-DIVISION-EXCLUSIVE-CLAIM	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/cm_covenant_114_176_propagation.sh
CM-WORK-TRACK-BINDING-ENFORCED	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
CM-WRAPPER-STALE-LOCK-AUTO-REAP	IMPLEMENTED	/tmp/.private/milos/tmp.99M1qVF5H6/pre_build_verification.sh
